Inst63_LNS_Random.txt
runtime: 710.366122
	VEHICLE
	NUMBER		CAPACITY
	376			150

CUSTOMERS
CUST ID	 XCOORD	 YCOORD	 DEMAND	 START TIME WINDOW	 END TIME WINDOW	 SERVICE TIME

0	298	266	0		0			900			0
1	442	323	16		656			705			26
2	129	216	21		523			591			27
3	448	424	13		494			545			27
4	448	347	24		250			299			27
5	352	247	16		277			321			24
6	37	465	26		455			507			28
7	52	369	11		463			523			26
8	85	445	31		500			552			26
9	312	162	41		385			447			24
10	279	416	31		591			649			26
11	329	217	50		393			460			27
12	141	431	39		432			498			26
13	231	468	12		475			531			27
14	28	482	27		454			510			27
15	254	313	40		516			575			27
16	272	495	13		519			565			27
17	429	433	29		274			342			25
18	410	164	18		176			244			26
19	113	197	11		230			279			27
20	28	61	12		466			523			27
21	203	290	27		346			417			28
22	412	35	40		340			407			26
23	145	359	25		268			315			27
24	386	368	45		473			543			24
25	314	262	44		418			484			27
26	483	25	20		355			408			25
27	274	160	28		100			171			27
28	321	254	45		165			221			29
29	70	60	47		483			535			28
30	54	85	10		469			539			27
31	188	287	28		139			198			28
32	345	318	48		658			723			27
33	178	160	47		511			580			24
34	198	330	32		103			149			28
35	274	304	45		370			415			30
36	101	127	41		579			630			27
37	287	500	27		427			484			25
38	125	19	17		520			569			29
39	41	443	27		412			472			27
40	222	239	47		109			177			27
41	250	338	13		160			219			25
42	204	342	25		142			187			27
43	276	351	19		720			773			27
44	225	467	15		325			397			27
45	358	431	25		356			416			27
46	290	370	19		382			434			29
47	15	354	11		417			463			30
48	295	409	40		621			692			27
49	135	366	23		352			412			26
50	473	278	29		560			617			25
51	316	5	14		311			378			29
52	371	223	23		119			187			28
53	90	311	32		250			300			27
54	1	405	48		426			480			28
55	406	208	24		88			158			28
56	47	162	28		413			484			26
57	374	412	26		641			687			26
58	392	203	22		574			625			25
59	252	20	42		354			404			27
60	199	464	43		461			529			28
61	431	387	29		576			627			28
62	13	255	34		349			406			29
63	10	485	23		374			433			26
64	445	331	49		522			573			24
65	159	239	32		467			525			29
66	444	271	41		126			189			28
67	289	288	19		216			272			27
68	225	32	33		460			526			30
69	498	205	27		347			418			26
70	192	7	42		321			385			25
71	189	366	18		184			244			27
72	494	362	37		397			458			27
73	452	164	12		434			506			30
74	346	419	23		562			630			26
75	451	412	20		440			489			28
76	0	247	13		512			563			27
77	333	434	47		494			557			25
78	473	419	47		554			607			27
79	197	172	20		165			234			26
80	366	491	18		211			278			26
81	492	248	33		458			522			26
82	264	12	23		322			386			30
83	215	351	36		206			255			26
84	83	480	36		359			421			26
85	344	141	30		175			225			30
86	158	185	46		262			308			27
87	60	46	37		490			542			24
88	499	272	21		520			584			27
89	419	117	47		394			448			27
90	344	271	11		391			454			24
91	437	322	40		280			325			27
92	291	301	30		55			111			24
93	71	100	26		307			356			27
94	190	427	39		542			593			27
95	440	84	45		422			478			26
96	241	126	28		297			359			26
97	164	253	40		106			178			28
98	407	306	12		304			375			26
99	201	337	18		561			619			25
100	182	174	23		645			712			27
101	197	142	10		304			373			28
102	218	416	32		489			539			26
103	275	112	26		618			676			27
104	388	282	32		720			773			27
105	64	142	14		522			579			30
106	116	53	47		405			460			27
107	415	162	26		627			697			27
108	461	196	15		594			663			25
109	336	171	34		330			394			28
110	319	108	15		301			370			28
111	383	443	12		354			417			27
112	99	336	19		259			327			24
113	50	30	12		384			430			28
114	377	155	32		492			555			27
115	241	135	10		558			624			26
116	37	32	42		413			465			29
117	215	475	14		246			292			25
118	284	279	36		7			56			27
119	165	181	32		590			638			28
120	276	60	12		421			472			25
121	475	145	40		361			431			26
122	105	421	36		410			465			27
123	312	452	29		243			290			28
124	295	314	25		234			302			26
125	318	463	24		457			520			28
126	393	439	43		567			633			24
127	111	22	49		398			454			26
128	263	289	22		644			693			26
129	218	49	17		334			388			27
130	333	288	10		609			679			26
131	180	122	35		604			670			26
132	423	432	11		535			600			25
133	157	275	11		576			635			29
134	115	243	41		445			490			27
135	291	188	25		315			370			26
136	463	132	29		528			582			25
137	15	177	25		330			382			29
138	138	339	49		390			441			27
139	339	151	23		670			732			25
140	168	187	35		453			504			26
141	154	491	40		247			296			28
142	453	408	43		334			388			27
143	195	132	49		435			492			27
144	43	377	30		295			357			28
145	122	123	10		411			466			26
146	266	73	16		535			579			27
147	28	137	12		409			458			27
148	374	427	28		377			425			27
149	458	355	47		561			615			26
150	120	412	32		476			546			29
151	90	188	47		398			460			28
152	340	200	50		114			186			28
153	98	240	20		235			303			29
154	100	329	50		410			476			28
155	7	222	12		294			344			28
156	400	296	36		581			641			29
157	145	346	33		372			433			27
158	362	493	36		434			497			24
159	266	348	12		78			142			27
160	443	365	45		419			487			28
161	243	135	24		220			284			26
162	445	250	40		404			453			29
163	254	45	32		558			609			27
164	34	272	24		558			603			27
165	448	491	45		329			374			24
166	220	230	35		167			218			29
167	460	231	48		281			331			26
168	268	71	15		341			403			27
169	257	219	47		344			394			26
170	18	443	39		356			422			26
171	428	82	20		283			337			26
172	281	392	30		591			640			28
173	81	492	12		386			438			29
174	400	83	45		179			247			28
175	299	321	18		91			160			26
176	204	466	13		551			608			28
177	262	431	24		533			595			27
178	123	37	42		356			402			25
179	198	249	46		390			436			25
180	223	85	43		556			625			26
181	32	103	45		381			439			25
182	316	36	39		460			522			28
183	121	360	15		500			555			26
184	136	159	26		301			346			27
185	166	325	44		341			401			24
186	359	225	18		602			647			28
187	484	105	43		258			306			27
188	100	15	21		427			492			28
189	108	195	24		516			562			27
190	131	481	20		402			453			27
191	256	192	21		630			686			26
192	325	65	23		452			518			26
193	90	208	45		392			453			25
194	329	426	32		131			192			26
195	472	9	31		504			549			27
196	77	473	26		451			497			25
197	399	102	35		314			366			24
198	161	12	47		459			515			27
199	202	158	23		523			595			26
200	95	198	40		362			428			27
201	257	162	43		607			664			26
202	43	60	22		386			430			28
203	311	32	33		451			498			26
204	414	1	18		444			492			27
205	117	319	50		503			559			28
206	117	208	38		616			667			27
207	248	417	25		343			415			27
208	126	58	45		499			554			27
209	109	201	47		480			546			28
210	99	166	45		481			538			29
211	30	177	28		403			473			26
212	93	232	17		182			251			26
213	135	266	30		273			325			25
214	82	418	19		462			519			28
215	448	351	36		372			427			26
216	64	139	20		388			443			27
217	346	198	15		443			489			26
218	179	390	41		541			593			28
219	195	22	36		462			517			26
220	307	179	34		347			402			27
221	224	406	15		565			633			27
222	296	281	28		417			473			28
223	411	485	37		275			335			26
224	211	212	16		202			266			28
225	403	280	38		94			161			26
226	419	323	26		169			215			26
227	441	348	17		569			635			28
228	7	207	20		480			537			25
229	363	190	21		384			445			26
230	453	450	47		572			633			24
231	55	374	47		285			347			25
232	33	425	28		335			406			25
233	461	108	44		203			269			28
234	455	200	50		600			647			28
235	25	410	47		433			502			28
236	491	197	33		333			399			30
237	10	295	18		399			443			29
238	395	394	48		323			369			29
239	320	349	20		172			244			27
240	408	382	43		557			607			30
241	432	312	18		395			446			30
242	420	378	23		376			420			30
243	200	328	48		87			145			27
244	74	225	27		569			625			30
245	88	104	33		470			515			28
246	463	296	30		630			683			28
247	290	61	49		334			388			26
248	355	388	38		278			329			29
249	391	286	17		521			591			27
250	198	456	13		490			552			25
251	284	312	49		405			449			27
252	54	90	46		306			377			26
253	496	262	31		550			620			27
254	290	16	13		536			582			26
255	339	30	41		387			453			26
256	383	320	27		567			616			25
257	74	16	15		318			373			29
258	448	286	34		372			443			27
259	35	27	10		377			421			30
260	366	408	10		371			415			26
261	12	385	36		444			516			24
262	192	419	39		294			340			26
263	121	400	32		416			476			27
264	180	48	28		472			542			27
265	195	150	11		410			469			25
266	232	273	16		514			578			27
267	458	500	49		263			330			29
268	432	341	11		196			261			29
269	304	68	32		472			517			27
270	307	496	18		422			485			29
271	176	263	25		328			382			27
272	210	293	10		511			558			27
273	447	22	16		251			323			30
274	402	149	11		536			600			28
275	443	361	20		369			422			26
276	74	431	48		514			560			27
277	435	433	33		565			614			27
278	39	337	38		453			502			26
279	440	112	25		538			594			30
280	201	68	24		322			389			26
281	422	163	48		375			446			26
