Inst175_LNS_Random.txt
runtime: 1013.137697
	VEHICLE
	NUMBER		CAPACITY
	305			150

CUSTOMERS
CUST ID	 XCOORD	 YCOORD	 DEMAND	 START TIME WINDOW	 END TIME WINDOW	 SERVICE TIME

0	486	168	0		0			900			0
1	344	30	33		203			250			24
2	286	159	43		356			416			29
3	238	113	50		333			387			21
4	216	476	21		417			460			26
5	341	240	35		436			484			22
6	210	162	26		358			410			18
7	256	403	32		468			515			24
8	209	56	28		417			471			26
9	299	126	25		556			607			22
10	181	399	14		392			449			30
11	328	420	47		529			578			23
12	255	123	45		329			373			30
13	90	111	28		405			452			22
14	461	425	40		261			308			30
15	404	421	11		331			378			21
16	287	172	11		275			329			26
17	331	470	46		464			518			31
18	337	480	15		391			445			28
19	353	317	43		552			605			18
20	366	101	13		159			203			33
21	491	122	26		84			143			28
22	251	425	47		469			513			24
23	221	420	42		385			441			20
24	405	315	22		383			430			30
25	243	436	14		454			503			25
26	444	170	12		553			610			25
27	328	141	35		617			673			25
28	357	50	10		510			570			21
29	443	195	36		371			414			22
30	112	142	21		372			425			20
31	428	191	40		665			713			26
32	110	184	39		394			451			19
33	148	179	28		432			488			24
34	375	453	22		370			414			22
35	224	357	19		320			372			20
36	309	224	48		604			658			31
37	81	197	47		387			442			32
38	391	483	22		466			517			22
39	402	116	29		273			327			32
40	127	94	23		355			401			28
41	466	245	34		412			464			26
42	473	251	36		125			178			25
43	389	263	28		144			202			24
44	395	160	14		582			638			24
45	402	74	23		465			520			22
46	85	206	39		411			463			28
47	99	230	14		424			476			19
48	90	115	36		422			476			23
49	297	155	32		589			639			25
50	218	193	18		317			377			24
51	230	104	45		530			587			26
52	400	440	38		518			563			27
53	365	98	34		570			621			32
54	199	212	43		425			481			26
55	487	451	35		488			546			21
56	351	76	42		289			334			25
57	249	225	22		365			423			26
58	190	229	17		397			457			23
59	370	383	29		468			523			27
60	246	70	30		235			282			26
61	174	70	20		369			421			31
62	329	470	35		385			436			20
63	470	219	49		698			741			18
64	397	325	37		366			419			26
65	137	219	43		375			431			20
66	397	485	34		423			471			23
