Inst178_LNS_Random.txt
runtime: 218.521630
	VEHICLE
	NUMBER		CAPACITY
	198			150

CUSTOMERS
CUST ID	 XCOORD	 YCOORD	 DEMAND	 START TIME WINDOW	 END TIME WINDOW	 SERVICE TIME

0	259	453	0		0			900			0
1	264	247	47		401			444			22
2	107	462	23		142			174			35
3	428	483	15		558			592			28
4	312	433	35		55			96			23
5	246	324	15		345			377			30
6	171	474	41		247			297			25
7	360	470	42		401			438			22
8	422	116	27		424			474			34
9	286	260	29		438			472			43
10	109	93	44		382			420			32
11	475	413	15		392			440			38
12	440	144	13		342			384			39
13	360	116	31		446			491			29
14	407	375	24		389			428			33
15	134	366	23		225			264			35
16	152	327	47		169			217			31
17	277	194	17		384			425			36
18	400	361	48		603			641			32
19	197	371	48		197			252			29
20	461	500	35		471			503			24
21	142	278	43		526			574			32
22	165	258	20		399			445			25
23	119	58	29		405			443			28
24	498	250	25		346			386			38
25	200	237	28		434			474			29
26	17	404	33		511			566			31
27	201	271	39		408			456			32
28	352	355	18		654			695			28
29	161	74	13		407			445			29
30	164	208	12		354			400			20
31	227	348	20		397			426			28
32	266	247	17		512			560			40
33	315	315	42		317			353			32
34	47	155	30		407			459			24
35	15	475	48		472			504			30
36	406	177	45		472			506			35
37	217	114	40		398			434			35
38	416	464	17		505			550			39
39	408	343	49		605			644			33
40	319	230	14		298			334			39
41	305	145	50		382			424			36
42	169	277	13		326			375			22
43	215	495	31		350			393			26
44	171	470	25		306			357			34
45	293	447	39		436			492			37
46	6	237	43		375			409			32
47	51	453	10		542			575			27
48	309	393	12		100			134			25
49	434	225	27		492			531			31
50	241	162	40		377			430			26
51	19	363	16		306			349			36
52	197	137	32		459			515			23
53	212	347	28		226			267			24
54	174	158	46		529			561			26
55	365	222	47		561			608			30
56	299	224	17		380			435			38
57	263	239	27		567			599			26
58	189	447	47		331			385			25
59	27	307	42		382			414			40
60	47	255	26		439			479			25
61	163	180	35		466			513			29
62	403	227	46		556			598			23
63	176	394	43		515			548			26
64	323	347	38		213			264			32
65	295	388	44		667			711			37
66	377	327	27		483			517			24
67	137	272	38		309			351			34
68	26	490	18		564			609			24
69	198	146	34		492			529			26
70	295	499	24		294			323			25
71	52	353	17		290			340			31
72	449	87	31		403			446			27
73	377	417	28		229			271			40
74	13	370	44		245			274			35
75	200	272	21		222			264			30
76	142	181	19		487			539			35
77	342	101	18		384			421			25
78	329	78	16		365			404			21
79	72	217	18		496			546			25
80	199	407	36		295			331			27
81	248	438	41		454			508			35
82	84	256	39		435			479			33
83	174	192	36		348			396			33
84	119	468	42		572			612			33
85	150	127	23		422			469			30
86	466	187	20		318			364			30
87	265	231	26		213			259			32
88	219	132	18		317			352			34
89	302	172	23		533			574			36
90	87	243	30		512			551			25
91	338	175	31		539			575			36
92	220	288	20		271			318			28
93	269	117	42		328			367			39
94	300	371	18		541			575			34
95	394	210	36		360			389			23
96	267	452	26		81			121			24
97	13	212	37		390			427			38
98	243	404	14		64			104			24
99	244	319	30		500			554			23
100	158	92	17		434			463			22
101	93	498	23		369			405			33
102	76	132	27		401			437			32
103	175	317	11		388			439			30
104	63	269	19		251			298			26
105	313	407	35		486			542			29
106	253	175	26		404			434			36
107	490	307	33		544			581			26
108	11	483	17		374			409			26
109	250	70	15		440			483			24
110	96	396	31		435			468			24
111	317	44	21		390			444			33
112	21	159	20		383			437			25
113	326	221	48		375			420			32
114	355	276	37		201			257			26
115	316	122	46		345			379			33
116	485	222	47		392			423			24
117	66	496	37		199			228			37
118	274	336	44		510			549			30
119	293	274	12		550			586			31
120	425	418	43		250			297			35
121	37	332	25		305			338			38
122	60	482	27		611			658			23
123	226	315	31		433			477			38
124	414	102	46		416			449			43
125	84	334	22		197			245			35
126	9	313	34		443			474			29
127	353	336	23		536			591			26
128	240	176	38		352			405			38
129	47	144	21		441			485			33
130	32	185	17		432			480			35
131	350	329	32		249			288			29
132	120	396	36		544			587			37
133	443	465	47		573			615			30
134	237	171	30		465			510			34
135	378	235	12		535			584			38
136	498	115	10		403			441			36
137	254	416	17		394			428			23
138	249	483	22		105			143			27
139	17	231	40		430			466			32
140	499	393	37		581			610			33
141	139	338	48		219			270			33
142	274	284	30		421			454			38
143	371	235	49		348			394			37
144	93	260	49		518			550			33
145	353	333	39		395			447			31
146	478	185	35		466			498			29
147	283	108	29		428			471			35
148	33	394	36		254			302			29
149	382	203	30		442			493			32
150	300	173	48		521			576			28
151	350	355	31		265			311			38
152	308	127	36		361			410			28
153	47	133	11		366			407			26
154	360	271	27		520			559			34
155	215	405	24		561			595			24
156	163	234	24		437			476			38
157	307	301	26		223			267			38
158	270	268	15		585			614			36
159	363	271	47		564			616			33
160	190	137	45		333			364			34
161	166	115	18		364			400			30
162	95	273	21		370			422			33
163	192	326	21		597			626			32
164	25	175	14		348			396			23
165	193	285	17		553			609			32
166	163	219	28		282			335			37
167	342	65	18		423			455			34
168	42	222	32		338			387			38
169	264	277	36		638			679			29
170	287	415	44		548			587			26
171	318	90	39		467			499			29
172	229	474	48		658			691			37
173	402	178	46		336			388			33
174	383	340	49		273			318			29
175	118	380	44		498			531			30
176	113	182	14		388			431			30
177	291	61	42		429			476			28
178	391	204	39		500			532			40
179	374	449	41		414			443			30
180	120	279	18		462			508			22
181	104	381	49		385			426			32
182	412	423	47		290			338			30
183	98	169	44		429			471			38
184	137	388	17		656			706			42
185	301	385	35		357			396			29
186	163	403	46		180			229			36
187	462	213	16		298			335			32
188	452	199	44		468			513			42
189	465	301	15		326			376			37
190	27	472	50		437			480			23
191	232	68	18		366			421			26
192	440	494	43		535			587			36
193	415	149	47		330			380			34
194	239	113	44		425			466			31
195	244	352	25		496			538			27
196	69	343	14		544			582			26
197	71	259	25		536			572			29
198	500	490	19		386			420			30
average service time: 30.954545 - average time window width: 41.838384 - average demand: 30.545455
